Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
,ORD-2025-0651,Aeropuerto,Sugar Fly Capilla,Tienda,2025-07-05 00:00:00,-Mantenimiento preventivo - Fumigación ,Julio 2025,Media,Fumigacion,Preventivos,Facility,2025-07-20 00:00:00,2025-08-13 00:00:00,2025-08-13 00:00:00,,Atrasado,39,53,2151-03-03 00:00:00,Finalizado,Proveedor ,,NRM; ,,-
,ORD-2025-0652,Aeropuerto,Sugar Fly Muelle Norte,Tienda,2025-07-05 00:00:00,-Mantenimiento preventivo - Fumigación ,Julio 2025,Media,Fumigacion,Preventivos,Facility,2025-07-20 00:00:00,2025-08-13 00:00:00,2025-08-13 00:00:00,,Atrasado,39,53,2151-03-03 00:00:00,Finalizado,Proveedor ,,NRM; ,,-
,ORD-2025-0661,Aeropuerto,Todo Moda Norte,Tienda,2025-07-05 00:00:00,-Mantenimiento Semestral - Puerta Enrollable,Julio 2025,Media,Puertas Enrollables,Preventivos,Facility,2025-07-20 00:00:00,,,,En Espera,En Espera de Informacion,53,2151-03-03 00:00:00,Sin realizar,Proveedor ,,NRM; ,,-
,ORD-2025-0655,Aeropuerto,Todo Moda Norte,Tienda,2025-07-05 00:00:00,-Mantenimiento preventivo - Fumigación ,Julio 2025,Media,Fumigacion,Preventivos,Facility,2025-07-20 00:00:00,2025-08-13 00:00:00,2025-08-13 00:00:00,,Atrasado,39,53,2151-03-03 00:00:00,Finalizado,Proveedor ,,NRM; ,Ver archivo,-
,ORD-2025-0636,Aeropuerto,Todo Moda Norte,Tienda,2025-07-05 00:00:00,-Mantenimiento preventivo unidades de aire acondicionado,Julio 2025,Media,Aire Acondicionado,Preventivos,Facility,2025-07-20 00:00:00,2025-07-15 00:00:00,2025-07-29 00:00:00,Julio 2025,Atrasado,24,53,2151-03-03 00:00:00,Finalizado,Proveedor ,53.5,NRM; ,,-
,ORD-2025-0461,Real State,"Inmobiliaria Cuca, S.A.",Area Comun,2025-07-07 00:00:00,Se reportan problema de humedad en area de sala principal.,Junio 2025,Media,Techo,Correctivo,comercial,2025-07-22 00:00:00,2025-07-11 00:00:00,2025-07-11 00:00:00,Julio 2025,A Tiempo,4,51,2151-03-05 00:00:00,Finalizado,Facility,,,,-
,ORD-2025-0462,Real State,"Inmobiliaria Cuca, S.A.",Area Comun,2025-07-07 00:00:00,"Se reportan que los aires estan dando problemas, un aire se apaga despues de dos hora y el otro no prende hay quedarle mantenimiento para entregar al cliente.",Junio 2025,Media,Techo,Correctivo,comercial,2025-07-22 00:00:00,,,,En Espera,En Espera de Informacion,51,2151-03-05 00:00:00,Sin realizar,,,,,-
,ORD-2025-0494,Mercado Local,Miniso Westland,Tienda,2025-07-07 00:00:00,-Se solicita Cambio de Interruptor en Area de Caja.,Julio 2025,Alta,Electricidad,Correctivo,Facility,2025-07-12 00:00:00,2025-07-21 00:00:00,2025-07-21 00:00:00,Julio 2025,Atrasado,14,51,2151-03-05 00:00:00,Finalizado,Facility,3.75,Interruptor Blanco; ,Ver archivo,-
,ORD-2025-0460,Real State,"Plaza Pacifica Top, S.A.",Area Comun,2025-07-07 00:00:00,Bajar materiales que estaban en el techo de la plaza.,Junio 2025,Media,Techo,Correctivo,Facility,2025-07-22 00:00:00,2025-06-16 00:00:00,2025-06-16 00:00:00,Junio 2025,A Tiempo,-21,51,2151-03-05 00:00:00,Finalizado,Facility,NRM,NRM,,-
,ORD-2025-0690,Aeropuerto,Fresh And To Go,Tienda,2025-07-08 00:00:00,-mantenimineto preventivo de neveras de productos,Julio 2025,Media,Aire Acondicionado,Preventivos,Facility,2025-07-23 00:00:00,2025-07-21 00:00:00,2025-07-21 00:00:00,Julio 2025,A Tiempo,13,50,2151-03-06 00:00:00,Finalizado,Proveedor ,NRM,NRM; ,,-
,ORD-2025-0698,Real State,"Juwow, S.A.",Area común,2025-07-08 00:00:00,-Realizar mantenimiento preventivo estraordinario el equipo de aire acondicionado,Julio 2025,Alta,Aire Acondicionado,Preventivos,Facility,2025-07-13 00:00:00,2025-07-15 00:00:00,2025-07-15 00:00:00,Julio 2025,Atrasado,7,50,2151-03-06 00:00:00,Finalizado,Proveedor ,,NRM; ,,-
,ORD-2025-0495,Real State,"Royal Plaza Corp, S.A.",Estacionamientos ,2025-07-08 00:00:00,se requiere pintar las lineas de estacionamientos en la parte trasera del local ,Julio 2025,Media,Pintura,Correctivo,Facility,2025-07-23 00:00:00,2025-07-09 00:00:00,2025-07-09 00:00:00,Julio 2025,A Tiempo,1,50,2151-03-06 00:00:00,Finalizado,Facility,65.73,"1 galon de pintura blanca de alto trafico , 1 rodillo de 4 pulgadas , 1 cubierta de rodillo de 4 pulgadas y 1 brocha de 2 pulgadas ; ",Ver archivo,-
,ORD-2025-0496,Real State,"Royal Plaza Corp, S.A.",Estacionamientos ,2025-07-08 00:00:00,se requiere pintar todo el cordon gris de el area trasera de los estacionamientos del local,Julio 2025,Media,Pintura,Correctivo,Facility,2025-07-23 00:00:00,2025-07-09 00:00:00,2025-07-10 00:00:00,Julio 2025,A Tiempo,2,50,2151-03-06 00:00:00,Finalizado,Facility,,"2 galones de pintura gris de alto trafico, 1 rodillo de 4 pulgadas, 1 cubierta de 4 pulgadas , 1 rollo de tape azul de 2 pulgadas, 1 galon de dilullente (tiener ); ",,-
,ORD-2025-0692,Aeropuerto,Sugar Fly Terminal 2,Tienda ,2025-07-08 00:00:00,-remplazo de tira led de toda la tienda la cual esta quemada,Agosto 2025,Media,Iluminacion,Correctivo,Facility,2025-07-23 00:00:00,,,,En Espera,En Espera de Informacion,50,2151-03-06 00:00:00,Sin realizar,Proveedor ,304.95,NRM; ,Ver archivo,-
,ORD-2025-0530,Real State,"Royal Plaza Corp, S.A.",Area Comun,2025-07-10 00:00:00,Pintar lineas de trafico de los bordes de la acera,Julio 2025,Media,Pisos,Correctivo,Facility,2025-07-25 00:00:00,2025-07-11 00:00:00,2025-07-11 00:00:00,Julio 2025,A Tiempo,1,48,2151-03-08 00:00:00,Finalizado,Facility,,,,-
,ORD-2025-0533,Real State,"Royal Plaza Corp, S.A.",Area Comun,2025-07-10 00:00:00,Pintar alero que esta enfrente de starbuch y roma pizza,Julio 2025,Media,Pintura,Correctivo,Facility,2025-07-25 00:00:00,2025-07-30 00:00:00,2025-07-30 00:00:00,Julio 2025,Atrasado,20,48,2151-03-08 00:00:00,Finalizado,Facility,,,,-
,ORD-2025-0529,Real State,"Royal Plaza Corp, S.A.",Area Comun,2025-07-10 00:00:00,"Limpieza profunda de pisos en toda la propiedad, esto incluye estacionamientos, adoquines etc.",Julio 2025,Media,Pisos,Correctivo,Facility,2025-07-25 00:00:00,2025-07-12 00:00:00,2025-07-12 00:00:00,Julio 2025,A Tiempo,2,48,2151-03-08 00:00:00,Finalizado,Facility,,,,-
,ORD-2025-0534,Real State,"Royal Plaza Corp, S.A.",Area Comun,2025-07-10 00:00:00,"limpiar areas sucias enfrente de la tinaquera y area donde se estacionan los autos, hay manchas de aceite.",Julio 2025,Media,Limpieza,Correctivo,Facility,2025-07-25 00:00:00,2025-07-12 00:00:00,2025-07-12 00:00:00,Julio 2025,A Tiempo,2,48,2151-03-08 00:00:00,Finalizado,Facility,,,,-
,ORD-2025-0528,Mercado Local,Miniso Town Center,Tienda,2025-07-12 00:00:00,Señalizacion de Extintor,Julio 2025,Media,Sistema de extincion,Preventivos,Facility,2025-07-27 00:00:00,2025-07-29 00:00:00,2025-07-29 00:00:00,Julio 2025,Atrasado,17,46,2151-03-10 00:00:00,Finalizado,Proveedor,20,NRM; ,Ver archivo,-
,ORD-2025-0725,Aeropuerto,Isadora norte,Trastienda,2025-07-14 00:00:00,instalacion de tablero blanco,Julio 2025,Media,Modulares,Correctivo,Facility,2025-07-29 00:00:00,2025-07-14 00:00:00,2025-07-14 00:00:00,Julio 2025,A Tiempo,0,44,2151-03-12 00:00:00,Finalizado,Facility,NRM; ,NRM; ,,-
,ORD-2025-0539,Real State,"Juwow, S.A.",Area común,2025-07-14 00:00:00,"Equipo con bomba de condensado dañada, botando agua hacia la oficina",Julio 2025,Alta,Aire Acondicionado,Correctivo,cliente,2025-07-19 00:00:00,2025-07-18 00:00:00,2025-07-18 00:00:00,Julio 2025,A Tiempo,4,44,2151-03-12 00:00:00,Finalizado,Proveedor ,,,,-
,ORD-2025-0540,Real State,Marina View Consortium Inc.,Embajada de Barbados,2025-07-14 00:00:00,"Mover muebles de oficinas de la empajada, que no se van utilizar, rehuicar en la oficina B2",Julio 2025,Alta,Modulares,Adecuación,cliente,2025-07-19 00:00:00,2025-07-16 00:00:00,2025-07-16 00:00:00,Julio 2025,A Tiempo,2,44,2151-03-12 00:00:00,Finalizado,Facility ,NRM,NRM,NRM,-
,ORD-2025-0723,Aeropuerto,Melissa Capilla,Tienda ,2025-07-14 00:00:00,instalacion de lamparas recargables en tablillas de muestra de zapatos,Julio 2025,Media,Iluminacion,Adecuación,Facility,2025-07-29 00:00:00,2025-07-29 00:00:00,2025-07-29 00:00:00,Julio 2025,A Tiempo,15,44,2151-03-12 00:00:00,Finalizado,Facility,22.19,Luces Pequeñas,,-
,ORD-2025-0722,Aeropuerto,Melissa Sur,Tienda,2025-07-14 00:00:00,remplazo de gancho de soporte para extintor ,Julio 2025,Media,Herreria,Correctivo,Facility,2025-07-29 00:00:00,2025-07-30 00:00:00,2025-07-30 00:00:00,Julio 2025,Atrasado,16,44,2151-03-12 00:00:00,Finalizado,Facility,,1 Gancho de soporte para extintor; ,,-
,ORD-2025-0683,Mercado Local,Miniso San Miguelito,Tienda,2025-07-14 00:00:00,"-Reparación de letrero de luces led de la tienda, ubicado atras de mueble de caja.",Julio 2025,Alta,Iluminacion,Correctivo,Facility,2025-07-19 00:00:00,2025-07-14 00:00:00,2025-07-14 00:00:00,Julio 2025,A Tiempo,0,44,2151-03-12 00:00:00,Finalizado,Proveedor ,50,NRM; ,Ver archivo,-
,ORD-2025-0538,Real State,"Plaza Pacifica Top, S.A.",Común,2025-07-14 00:00:00,Reparación de la base de la estructuar de metal que cubre los tableros eléctricos,Julio 2025,Media,Herreria,Correctivo,Facility,2025-07-29 00:00:00,2025-08-06 00:00:00,2025-08-06 00:00:00,Julio 2025,Atrasado,23,44,2151-03-12 00:00:00,Finalizado,Facility ,,,,-
,ORD-2025-0537,Real State,"Plaza Pacifica Top, S.A.",Local 2,2025-07-14 00:00:00,Atención por reporte de malos olores en la oficina 2.,Julio 2025,Media,Plomeria,Correctivo,Cliente,2025-07-29 00:00:00,2025-07-14 00:00:00,2025-07-14 00:00:00,Julio 2025,A Tiempo,0,44,2151-03-12 00:00:00,Finalizado,Facility,NRM,NRM,,-
,ORD-2025-0531,Real State,"Royal Plaza Corp, S.A.",Area Comun,2025-07-14 00:00:00,Limpiar grama artificial donde estan los maceteros enfrente del deposito de mantenimiento,Julio 2025,Media,Pisos,Correctivo,Facility,2025-07-29 00:00:00,2025-07-14 00:00:00,2025-07-14 00:00:00,Julio 2025,A Tiempo,0,44,2151-03-12 00:00:00,Finalizado,Facility,,,,-
,ORD-2025-0532,Real State,"Royal Plaza Corp, S.A.",Area Comun,2025-07-14 00:00:00,"Reemplazar plantas en el macetero lateral, estan en mal estado",Julio 2025,Media,Jardineria,Correctivo,Facility,2025-07-29 00:00:00,2025-08-11 00:00:00,2025-08-11 00:00:00,Julio 2025,Atrasado,28,44,2151-03-12 00:00:00,Finalizado,Facility,,,,-
,ORD-2025-0535,Real State,"Royal Plaza Corp, S.A.",Area Comun,2025-07-14 00:00:00,"Adecuar palanca para abrir la puerta del tinaquero, personal de starbuck indica no tienen como abrir la puerta y que la misma esta caida",Julio 2025,Media,Herreria,Correctivo,Facility,2025-07-29 00:00:00,2025-07-23 00:00:00,2025-07-23 00:00:00,Julio 2025,A Tiempo,9,44,2151-03-12 00:00:00,Finalizado,Facility,,,,-
,ORD-2025-0536,Real State,"Royal Plaza Corp, S.A.",Area Comun,2025-07-14 00:00:00,"Pintar puerta de la tinaquera, solo la parte de afuera ya que la misma se ve fea.",Julio 2025,Media,Pintura,Correctivo,Facility,2025-07-29 00:00:00,2025-07-26 00:00:00,2025-07-26 00:00:00,Julio 2025,A Tiempo,12,44,2151-03-12 00:00:00,Finalizado,Facility,,,,-
,ORD-2025-0724,Aeropuerto,Todo Moda Norte,Trastienda,2025-07-14 00:00:00,Instalacion de tablero blanco,Julio 2025,Media,Modulares,Correctivo,Facility,2025-07-29 00:00:00,2025-07-14 00:00:00,2025-07-14 00:00:00,Julio 2025,A Tiempo,0,44,2151-03-12 00:00:00,Finalizado,Facility,NRM,NRM; ,,-
,ORD-2025-0518,Aeropuerto,Bodega 12,Bodega,2025-07-15 00:00:00,-Mantenimiento preventivo - Fumigación ,Julio 2025,Media,Fumigacion,Preventivos,Facility,2025-07-30 00:00:00,,,Julio 2025,En Espera,En Espera de Informacion,43,2151-03-13 00:00:00,Sin realizar,Proveedor ,,NRM; ,,-
,ORD-2025-0519,Aeropuerto,Bodega B-13,Bodega,2025-07-15 00:00:00,-Mantenimiento preventivo - Fumigación ,Julio 2025,Media,Fumigacion,Preventivos,Facility,2025-07-30 00:00:00,,,Julio 2025,En Espera,En Espera de Informacion,43,2151-03-13 00:00:00,Sin realizar,Proveedor,,NRM; ,,-
,ORD-2025-0516,Aeropuerto,Bodega Fresh To Go,Bodega,2025-07-15 00:00:00,-Mantenimiento preventivo - Fumigación ,Julio 2025,Media,Fumigacion,Preventivos,Facility,2025-07-30 00:00:00,,,Julio 2025,En Espera,En Espera de Informacion,43,2151-03-13 00:00:00,Sin realizar,Proveedor,,NRM; ,,-
,ORD-2025-0508,Aeropuerto,Columbia,Tienda,2025-07-15 00:00:00,-Mantenimiento preventivo - Fumigación ,Julio 2025,Media,Fumigacion,Preventivos,Facility,2025-07-30 00:00:00,,,Julio 2025,En Espera,En Espera de Informacion,43,91749,Sin realizar,Proveedor,,NRM; ,,
,ORD-2025-0517,Aeropuerto,Fresh And To Go,Tienda,2025-07-15 00:00:00,-Mantenimiento preventivo - Fumigación ,Julio 2025,Media,Fumigacion,Preventivos,Facility,2025-07-30 00:00:00,,,Julio 2025,En Espera,En Espera de Informacion,43,2151-03-13 00:00:00,Sin realizar,Proveedor,,NRM; ,,-
,ORD-2025-0499,Aeropuerto,Isadora norte,Tienda,2025-07-15 00:00:00,-Mantenimiento preventivo - Fumigación ,Julio 2025,Media,Fumigacion,Preventivos,Facility,2025-07-30 00:00:00,,,Julio 2025,En Espera,En Espera de Informacion,43,91749,Sin realizar,Proveedor,,NRM; ,,
,ORD-2025-0695,Real State,Marina View Consortium Inc.,Oficina 22E,2025-07-15 00:00:00,-Pegar socalo que se encuentra caído,Julio 2025,Media,Pisos,Correctivo,Cliente,2025-07-30 00:00:00,2025-07-16 00:00:00,2025-07-16 00:00:00,Julio 2025,A Tiempo,1,43,2151-03-13 00:00:00,Finalizado,Facility,,,,-
,ORD-2025-0700,Real State,Marina View Consortium Inc.,Oficina 22B1,2025-07-15 00:00:00,"Cambio de Timedelay de la válvula de control de flujo de agua, no controla",Julio 2025,Media,Aire Acondicionado,Correctivo,Proveedor,2025-07-30 00:00:00,2025-07-26 00:00:00,2025-07-26 00:00:00,Julio 2025,A Tiempo,11,43,2151-03-13 00:00:00,Finalizado,Proveedor ,,,,-
,ORD-2025-0701,Real State,Marina View Consortium Inc.,Oficina 22B1,2025-07-15 00:00:00,Instalación de filtro de agua de la unidad.  No esta filtrando las suciedades hacia el equipo.,Julio 2025,Media,Aire Acondicionado,Correctivo,Proveedor,2025-07-30 00:00:00,,,,En Espera,En Espera de Informacion,43,2151-03-13 00:00:00,Sin realizar,Facility,,,,-
,ORD-2025-0502,Aeropuerto,Melissa Capilla,Tienda,2025-07-15 00:00:00,-Mantenimiento preventivo - Fumigación ,Julio 2025,Media,Fumigacion,Preventivos,Facility,2025-07-30 00:00:00,,,Julio 2025,En Espera,En Espera de Informacion,43,91749,Sin realizar,Proveedor,,NRM; ,,
,ORD-2025-0501,Aeropuerto,Melissa Sur,Tienda,2025-07-15 00:00:00,-Mantenimiento preventivo - Fumigación ,Julio 2025,Media,Fumigacion,Preventivos,Facility,2025-07-30 00:00:00,,,Julio 2025,En Espera,En Espera de Informacion,43,91749,Sin realizar,Proveedor,,NRM; ,,
,ORD-2025-0520,Aeropuerto,Miniso 38,Tienda,2025-07-15 00:00:00,-Mantenimiento preventivo - Fumigación ,Julio 2025,Media,Fumigacion,Preventivos,Facility,2025-07-30 00:00:00,,,Julio 2025,En Espera,En Espera de Informacion,43,2151-03-13 00:00:00,Sin realizar,Proveedor,,NRM; ,,-
,ORD-2025-0541,Mercado Local,Miniso Albrook,Tras tienda ,2025-07-15 00:00:00,-se solicita realizar el cambio de la ferreteria interna del inodoro ,Julio 2025,Media,Plomeria,Correctivo,Facility,2025-07-30 00:00:00,2025-07-21 00:00:00,2025-07-21 00:00:00,Julio 2025,A Tiempo,6,43,2151-03-13 00:00:00,Finalizado,Facility ,26.74,Kit de ferreteria interna para inodoro ; ,Ver archivo,-
,ORD-2025-0543,Mercado Local,Miniso Albrook,Bodega ,2025-07-15 00:00:00,-solicitan mejorar el sellado de la entrada de la bodega ,Julio 2025,Media,Otros,Correctivo,Facility ,2025-07-30 00:00:00,2025-07-21 00:00:00,2025-07-21 00:00:00,Julio 2025,A Tiempo,6,43,2151-03-13 00:00:00,Finalizado,Facility ,36.07,"Lona azul grande o plastico negro 1 stud o track , 1 bolsa de tornillos de 1 1/4 punta fina",Ver archivo,-
,ORD-2025-0542,Mercado Local,Miniso Albrook,Tienda ,2025-07-15 00:00:00,-solicitan la correccion de las juntas de las laminas de alucobond en area de la fachada de la entrada de la tienda  ,Julio 2025,Media,Adecuaciones Varias,Correctivo,Facility ,2025-07-30 00:00:00,,,,En Espera,En Espera de Informacion,43,2151-03-13 00:00:00,Sin realizar,Proveedor ,B/90.00,Proveedor,Ver archivo,-
,ORD-2025-0521,Aeropuerto,Miniso C2-80,Tienda,2025-07-15 00:00:00,-Mantenimiento preventivo - Fumigación ,Julio 2025,Media,Fumigacion,Preventivos,Facility,2025-07-30 00:00:00,,,Julio 2025,En Espera,En Espera de Informacion,43,2151-03-13 00:00:00,Sin realizar,Proveedor,,NRM; ,,-
,ORD-2025-0545,Mercado Local,Miniso Metromall,TrasTienda,2025-07-15 00:00:00,Compra de Parrilla para desague para eliminar olores en trastienda en metro mall ,Julio 2025,Media,Plomeria,Correctivo,Facility,2025-07-30 00:00:00,2025-07-16 00:00:00,2025-07-16 00:00:00,Julio 2025,A Tiempo,1,43,2151-03-13 00:00:00,Finalizado,Facility,4.27,Parrilla Anti Olores; ,Ver archivo,-
,ORD-2025-0505,Aeropuerto,Sugar Fly Capilla,Tienda,2025-07-15 00:00:00,-Mantenimiento preventivo - Fumigación ,Julio 2025,Media,Fumigacion,Preventivos,Facility,2025-07-30 00:00:00,,,Julio 2025,En Espera,En Espera de Informacion,43,91749,Sin realizar,Proveedor,,NRM; ,,
,ORD-2025-0506,Aeropuerto,Sugar Fly Muelle Norte,Tienda,2025-07-15 00:00:00,-Mantenimiento preventivo - Fumigación ,Julio 2025,Media,Fumigacion,Preventivos,Facility,2025-07-30 00:00:00,,,Julio 2025,En Espera,En Espera de Informacion,43,91749,Sin realizar,Proveedor,,NRM; ,,
,ORD-2025-0504,Aeropuerto,Sugar Fly Terminal 2,Tienda,2025-07-15 00:00:00,-Mantenimiento preventivo - Fumigación ,Julio 2025,Media,Fumigacion,Preventivos,Facility,2025-07-30 00:00:00,,,Julio 2025,En Espera,En Espera de Informacion,43,91749,Sin realizar,Proveedor,,NRM; ,,
,ORD-2025-0650,Aeropuerto,Sugar Fly Terminal 2,Tienda,2025-07-15 00:00:00,-Mantenimiento preventivo - Fumigación ,Julio 2025,Media,Fumigacion,Preventivos,Facility,2025-07-30 00:00:00,,,Julio 2025,En Espera,En Espera de Informacion,43,2151-03-13 00:00:00,Sin realizar,Proveedor ,42.8,NRM; ,,-
,ORD-2025-0500,Aeropuerto,Todo Moda Norte,Tienda,2025-07-15 00:00:00,-Mantenimiento preventivo - Fumigación ,Julio 2025,Media,Fumigacion,Preventivos,Facility,2025-07-30 00:00:00,,,Julio 2025,En Espera,En Espera de Informacion,43,91749,Sin realizar,Proveedor,,NRM; ,,
,ORD-2025-0544,Aeropuerto,Todo Moda Norte,Tienda,2025-07-15 00:00:00,Se solicita hacer el cambio de formica de mubles de la tienda.,Julio 2025,Media,Modulares,Correctivo,Facility,2025-07-30 00:00:00,,,,En Espera,En Espera de Informacion,43,2151-03-13 00:00:00,Sin realizar,Facility,NRM,Formica Para muebles; ,Ver archivo,-
,ORD-2025-0546,Aeropuerto,Columbia,Tienda,2025-07-16 00:00:00,-Cambios de luces en tienda de Columbia,Julio 2025,Media,Iluminacion,Correctivo,Facility,2025-07-31 00:00:00,2025-08-20 00:00:00,2025-08-20 00:00:00,Agosto 2025,Atrasado,35,42,2151-03-14 00:00:00,Finalizado,Facility,47.76,. 50' de cable 3x12;  1 tape negro; 6 empalmadores ; 1 interruptor doble modelo decora ; 12 tacos para gypsom; 12 tornillos de 1/4; ,Ver archivo,-
,ORD-2025-0548,Mercado Local,Miniso Metromall,trastienda ,2025-07-16 00:00:00,realizar la instalación de 1 tapa tipo baquelita e el interruptor del baño,Julio 2025,Media,Iluminacion,Correctivo,Facility,2025-07-31 00:00:00,2025-07-22 00:00:00,2025-07-22 00:00:00,Julio 2025,A Tiempo,6,42,2151-03-14 00:00:00,Finalizado,Facility ,0.48,1 tapa para interruptor blanca ; ,Ver archivo,-
,ORD-2025-0549,Mercado Local,Miniso Metromall,Tienda ,2025-07-16 00:00:00,-solicitan la instalacion de 2 tiradores de gabeta en el mueble del area de caja ,Julio 2025,Media,Cerrajeria,Correctivo,Facility,2025-07-31 00:00:00,,,,En Espera,En Espera de Informacion,42,2151-03-14 00:00:00,Sin realizar,Facility ,5.98,2 tiradores para gabeta ; ,Ver archivo,-
,ORD-2025-0550,Mercado Local,Miniso Metromall,Trastienda,2025-07-16 00:00:00,-solicitan la instalacion de 1 azulejo color blanco en pared de entrada al baño en area de trastienda ,Julio 2025,Media,Paredes,Correctivo,Facility,2025-07-31 00:00:00,2025-08-10 00:00:00,2025-08-10 00:00:00,Agosto 2025,Atrasado,25,42,2151-03-14 00:00:00,Finalizado,Facility,NRM,1 azulejo de color blanco; 1  High Tack ULTRA ; ,NRM,-
,ORD-2025-0684,Mercado Local,Miniso Westland,Tienda,2025-07-16 00:00:00,"-Reparación de caja de luz dentro de la tienda, ubicada al fondo de la misma",Julio 2025,Alta,Iluminacion,Correctivo,Facility,2025-07-21 00:00:00,2025-07-16 00:00:00,2025-07-16 00:00:00,Julio 2025,A Tiempo,0,42,2151-03-14 00:00:00,Finalizado,Proveedor ,75,NRM; ,,-
,ORD-2025-0551,Aeropuerto,Columbia,Tienda,2025-07-17 00:00:00,-Cotizacion de Luces para su remplazo Columbia,Julio 2025,Media,Iluminacion,Correctivo,Facility,2025-08-01 00:00:00,2025-08-20 00:00:00,2025-08-20 00:00:00,Agosto 2025,Atrasado,34,41,2151-03-15 00:00:00,Finalizado,Facility,287.24,LAMAPARA DE RIEL 30W NEGRA; RIEL DE 2 METROS NEGRO; CONECTOR PARA RIEL  ̈L ̈ NEGRO; ,Ver archivo,-
,ORD-2025-0703,Real State,Marina View Consortium Inc.,Oficina 22A,2025-07-17 00:00:00,-Reemplazar el piso levantado en el salon de juntas,Julio 2025,Baja,Pisos,Correctivo,Facility,2025-08-16 00:00:00,,,,En Espera,En Espera de Informacion,41,2151-03-15 00:00:00,Sin realizar,Facility,,,,-
,ORD-2025-0552,Aeropuerto,Miniso 38,Tienda,2025-07-17 00:00:00,"Solicitan la instalación de 2 tapitas de porcelanato en área de entrada de la tienda, en punto eléctrico de el sensor de robo",Julio 2025,Media,Pisos,Correctivo,Facility,2025-08-01 00:00:00,2025-08-06 00:00:00,2025-08-06 00:00:00,Agosto 2025,Atrasado,20,41,2151-03-15 00:00:00,Finalizado,Facility,34.09,Porcelanato 60cm x 60cm Concert Gris – caja de 1.44m²; Pegamento Bondex Blendmix gris – saco de 20kg; Lechada sin arena Groutex Fino gris claro – bolsa de 2kg; ,Ver archivo,-
,ORD-2025-0554,Real State,"Bodegas Industriales, S.A.",Area Comun,2025-07-18 00:00:00,-se requiere reparar tapa de hierro la cual esta doblada ,Julio 2025,Media,Herreria,Correctivo,Facility,2025-08-02 00:00:00,2025-07-24 00:00:00,2025-07-24 00:00:00,Julio 2025,A Tiempo,6,40,2151-03-16 00:00:00,Finalizado,Facility,95.58,3 discos de metal de 4 pulgadas ; 1 barilla de 1/2 x 20 pies ; 1 angulo de 2 x 1/4 x 20 pies ; 1 disco de desvaste de 4 pulgadas ; 4 libras de soldadura 6011; Careta para Soldar,Ver archivo,-
,ORD-2025-0555,Real State,"Bodegas Industriales, S.A.",Area comun,2025-07-18 00:00:00,-solicitan la instalacion de los topes de caucho en bodegas industriales en elarea de los estacionamientos,Julio 2025,Media,Herreria,Correctivo,Facility,2025-08-02 00:00:00,2025-07-21 00:00:00,2025-07-22 00:00:00,Julio 2025,A Tiempo,4,40,2151-03-16 00:00:00,Finalizado,Facility,215.42,"36 tacos de comcreto  de 1/2 x7""; 2  tuerca y 2 guachas adicional; 1 broca de 1/2  que superen las 7"" de profundidad creo que la que hay es de 12""; 1 socket extendido #19; 1 Ratchet de 1/2; 1 extension de Ratchet de 1/2; Un nivel  de burbuja de 300 mm; 3 marcadores azul; 1 pistola de silicon; 2 potes de sika adhesivo para anclaje; ",Ver archivo,-
,ORD-2025-0557,Real State,"Bodegas Industriales, S.A.",Area Comun,2025-07-18 00:00:00,-solicitan hidrolavar la pared donde estan los topes ,Julio 2025,Media,Paredes,Correctivo,Facility,2025-08-02 00:00:00,2025-07-24 00:00:00,2025-07-24 00:00:00,Julio 2025,A Tiempo,6,40,2151-03-16 00:00:00,Finalizado,Facility,NRM,NRM; ,,-
,ORD-2025-0558,Mercado Local,Miniso Metromall,Trastienda ,2025-07-18 00:00:00,solicitan el sellado de huecos en paredes pare evitar entrada y salida de insectos y roedores,Julio 2025,Media,Paredes,Correctivo,Facility,2025-08-02 00:00:00,2025-08-10 00:00:00,2025-08-10 00:00:00,Agosto 2025,Atrasado,23,40,2151-03-16 00:00:00,Finalizado,Facility,4.98,Cemento Blanco; ,Ver archivo,-
,ORD-2025-0556,Mercado Local,Miniso Multiplaza,Tienda ,2025-07-18 00:00:00,-solicitan el cambio de la moldura final de piso de pvc de la entrada de la tienda ,Julio 2025,Media,Pisos,Correctivo,Facility,2025-08-02 00:00:00,2025-07-29 00:00:00,2025-07-29 00:00:00,Julio 2025,A Tiempo,11,40,2151-03-16 00:00:00,Finalizado,Facility ,NRM; ,moldura de piso final ;  2 High Tack ULTRA ; ,NRM,-
,ORD-2025-0559,Mercado Local,Miniso Albrook,Tras tienda,2025-07-19 00:00:00,Extintores (trastienda):  Uno se encuentra en el suelo y el otro no tiene señalización.,Julio 2025,Media,Sistema de extincion,Correctivo,Facility,2025-08-03 00:00:00,2025-07-29 00:00:00,2025-07-29 00:00:00,Julio 2025,A Tiempo,10,39,2151-03-17 00:00:00,Finalizado,Proveedor,NRM; ,NRM; ,NRM,-
